panel,iso3,crop_standard_name,n_studies_fractional,area_ha_mean,research_share_pct,area_share_pct
country-crop system,LSO,barley,0.0,841.0,0.0,6.931470660573003e-05
country-crop system,LSO,beans,0.0,18700.4,0.0,0.0015412755522114078
country-crop system,LSO,maize,0.0,76448.0,0.0,0.006300797491789357
country-crop system,LSO,oat_rye,0.0,219.2,0.0,1.806633018784307e-05
country-crop system,LSO,potato,0.0,7413.0,0.0,0.0006109749346828498
country-crop system,LSO,pulses,0.0,1105.6,0.0,9.11228770788289e-05
country-crop system,LSO,sorghum,0.0,27490.2,0.0,0.0022657255024171696
country-crop system,LSO,wheat,0.0,4964.2,0.0,0.0004091463335697563
country-crop system,LTU,barley,0.0,168674.0,0.0,0.013902008111789425
country-crop system,LTU,maize,0.0,16606.0,0.0,0.0013686563827523814
country-crop system,LTU,oat_rye,0.0,207368.0,0.0,0.01709114397076935
country-crop system,LTU,potato,0.0,17258.0,0.0,0.0014223938247344694
country-crop system,LTU,pulses,0.0,138222.0,0.0,0.011392172861423562
country-crop system,LTU,rapeseed_canola,0.0,277896.0,0.0,0.02290401867646368
country-crop system,LTU,soybean,0.0,1878.0,0.0,0.00015478361356190368
country-crop system,LTU,sugarbeet,0.0,13996.0,0.0,0.0011535417760449435
country-crop system,LTU,wheat,1.0,890610.0,0.04942787237723352,0.07340353252096221
country-crop system,LUX,barley,0.0,5892.0,0.0,0.0004856150431878256
country-crop system,LUX,maize,0.0,120.0,0.0,9.890326745169565e-06
country-crop system,LUX,oat_rye,0.0,7402.0,0.0,0.0006100683213978759
country-crop system,LUX,potato,0.0,624.0,0.0,5.1429699074881735e-05
country-crop system,LUX,pulses,0.0,316.0,0.0,2.6044527095613186e-05
country-crop system,LUX,rapeseed_canola,0.0,2526.0,0.0,0.00020819137798581933
country-crop system,LUX,soybean,0.0,10.0,0.0,8.24193895430797e-07
country-crop system,LUX,sunflower,0.0,196.66666666666666,0.0,1.6209146610139007e-05
country-crop system,LUX,wheat,1.0,12920.0,0.04942787237723352,0.0010648585128965897
country-crop system,LVA,barley,0.0,88180.0,0.0,0.007267741769908768
country-crop system,LVA,oat_rye,0.0,129820.0,0.0,0.010699685150482606
country-crop system,LVA,potato,0.0,8680.0,0.0,0.0007154003012339318
country-crop system,LVA,pulses,0.0,45280.0,0.0,0.003731949958510649
country-crop system,LVA,rapeseed_canola,0.0,143740.0,0.0,0.011846963052922276
country-crop system,LVA,wheat,1.0,496580.0,0.04942787237723352,0.040927820459302516
country-crop system,MAR,banana_plantain,0.0,8608.0,0.0,0.00070946610518683
country-crop system,MAR,barley,0.5,1347277.6,0.02471393618861676,0.11104179733706551
country-crop system,MAR,chickpea,0.0,70955.4,0.0,0.005848100752785037
country-crop system,MAR,cotton,0.0,106.4,0.0,8.769423047383681e-06
country-crop system,MAR,groundnut,0.0,13202.4,0.0,0.0010881337485035554
country-crop system,MAR,lentil,0.0,40051.6,0.0,0.003301028422223611
country-crop system,MAR,maize,0.75,97834.8,0.037070904282925136,0.008063484492069294
country-crop system,MAR,millet,0.0,2549.4,0.0,0.0002101199917011274
country-crop system,MAR,oat_rye,1.0,17947.0,0.04942787237723352,0.0014791807841296515
country-crop system,MAR,potato,0.0,57539.8,0.0,0.0047423951904308976
country-crop system,MAR,pulses,0.0,149807.0,0.0,0.01234700148928014
country-crop system,MAR,rapeseed_canola,0.0,1600.0,0.0,0.00013187102326892751
country-crop system,MAR,rice,0.0,7145.4,0.0,0.0005889195060411217
country-crop system,MAR,sorghum,0.0,3719.0,0.0,0.0003065177097107134
country-crop system,MAR,soybean,0.0,1000.0,0.0,8.24193895430797e-05
country-crop system,MAR,sugarbeet,0.0,50535.2,0.0,0.004165080334437441
country-crop system,MAR,sugarcane,0.0,10120.0,0.0,0.0008340842221759666
country-crop system,MAR,sunflower,0.0,21053.0,0.0,0.001735175408050457
country-crop system,MAR,sweet_potato,0.0,662.8,0.0,5.462757138915323e-05
country-crop system,MAR,wheat,16.75,2698988.4,0.8279168623186615,0.22244897631185342
country-crop system,MDA,barley,0.0,57612.2,0.0,0.004748362354233817
country-crop system,MDA,beans,0.0,16541.2,0.0,0.00136331560630999
country-crop system,MDA,chickpea,0.0,795.6,0.0,6.557286632047421e-05
country-crop system,MDA,maize,0.5,464351.0,0.02471393618861676,0.038271525953718605
country-crop system,MDA,millet,0.0,79.6,0.0,6.560583407629144e-06
country-crop system,MDA,oat_rye,0.0,1577.6,0.0,0.00013002482894316253
country-crop system,MDA,potato,0.0,20835.6,0.0,0.0017172574327637912
country-crop system,MDA,pulses,0.0,14251.8,0.0,0.0011746246558900634
country-crop system,MDA,rapeseed_canola,0.0,34609.0,0.0,0.002852452652696445
country-crop system,MDA,sorghum,0.0,5156.8,0.0,0.0004250203079957534
country-crop system,MDA,soybean,0.0,27049.2,0.0,0.0022293785516286713
country-crop system,MDA,sugarbeet,0.0,14908.4,0.0,0.0012287412270640494
country-crop system,MDA,sunflower,0.5,383582.4,0.02471393618861676,0.03161462724746941
country-crop system,MDA,wheat,0.0,339195.6,0.0,0.027956294287698646
country-crop system,MDG,banana_plantain,0.0,72154.4,0.0,0.005946921600847189
country-crop system,MDG,beans,0.0,92399.8,0.0,0.007615535109902656
country-crop system,MDG,cassava,0.0,336439.2,0.0,0.0277291134823621
country-crop system,MDG,coffee_cocoa,0.0,106890.4,0.0,0.008809841516015606
country-crop system,MDG,cotton,0.0,13325.6,0.0,0.0010982878172952628
country-crop system,MDG,groundnut,0.0,69218.8,0.0,0.005704971240904525
country-crop system,MDG,lentil,0.0,1254.2,0.0,0.00010337039836493056
country-crop system,MDG,maize,0.0,130177.0,0.0,0.010729108872549487
country-crop system,MDG,oilpalm,0.0,1808.6,0.0,0.00014906370792761394
country-crop system,MDG,potato,0.0,41847.4,0.0,0.0034490371619650736
country-crop system,MDG,pulses,0.0,16582.6,0.0,0.0013667277690370733
country-crop system,MDG,rice,1.3333333333333333,1587847.0,0.06590382983631135,0.13086938042781046
country-crop system,MDG,sorghum,0.0,2441.0,0.0,0.00020118572987465756
country-crop system,MDG,soybean,0.0,79.4,0.0,6.5440995297205295e-06
country-crop system,MDG,sugarcane,0.0,100697.0,0.0,0.008299385268819497
country-crop system,MDG,sweet_potato,0.0,144420.2,0.0,0.01190302472168948
country-crop system,MDG,wheat,0.0,1165.2,0.0,9.603507269559646e-05
country-crop system,MDV,banana_plantain,0.0,7.8,0.0,6.428712384360216e-07
country-crop system,MDV,cassava,0.0,4.0,0.0,3.296775581723188e-07
country-crop system,MDV,maize,0.0,35.4,0.0,2.9176463898250214e-06
country-crop system,MDV,millet,0.0,6.0,0.0,4.945163372584782e-07
country-crop system,MDV,sorghum,0.0,42.6,0.0,3.5110659945351955e-06
country-crop system,MDV,sweet_potato,0.0,1.6,0.0,1.3187102326892752e-07
country-crop system,MEX,banana_plantain,0.0,80369.6,0.0,0.006624013369821499
country-crop system,MEX,barley,0.0,338620.2,0.0,0.027908870170955558
country-crop system,MEX,beans,4.0,1497872.4,0.19771148950893408,0.1234537288214277
country-crop system,MEX,cassava,0.1,2044.8,0.004942787237723352,0.00016853116773768938
country-crop system,MEX,chickpea,0.0,111133.4,0.0,0.009159546985846893
country-crop system,MEX,coffee_cocoa,1.0,692976.4,0.04942787237723352,0.05711469185576102
country-crop system,MEX,cotton,0.0,188868.6,0.0,0.015566434715856102
country-crop system,MEX,groundnut,0.0,53709.8,0.0,0.004426728928480902
country-crop system,MEX,lentil,0.0,8413.0,0.0,0.0006933943242259295
country-crop system,MEX,maize,7.333333333333333,6983631.0,0.3624710640997124,0.5755866038141272
country-crop system,MEX,millet,0.0,15.8,0.0,1.3022263547806593e-06
country-crop system,MEX,oat_rye,0.0,54400.6,0.0,0.004483664242777262
country-crop system,MEX,oilpalm,0.0,97335.8,0.0,0.008022357216687297
country-crop system,MEX,potato,1.1,60199.0,0.05437065961495688,0.004961564831103855
country-crop system,MEX,pulses,0.0,22620.2,0.0,0.0018643430753423715
country-crop system,MEX,rapeseed_canola,0.0,2600.0,0.0,0.00021429041281200722
country-crop system,MEX,rice,0.0,41879.2,0.0,0.003451658098552543
country-crop system,MEX,sorghum,0.3333333333333333,1345415.6,0.016475957459077838,0.1108883324337363
country-crop system,MEX,soybean,0.0,158752.8,0.0,0.013084308864254622
country-crop system,MEX,sugarbeet,0.0,68.0,0.0,5.60451848892942e-06
country-crop system,MEX,sugarcane,0.0,792273.0,0.0,0.06529865701146438
country-crop system,MEX,sunflower,0.0,4860.8,0.0,0.0004006241686910018
country-crop system,MEX,sweet_potato,0.0,3477.6,0.0,0.00028662166907501396
country-crop system,MEX,wheat,6.333333333333333,566554.4,0.3130431917224789,0.046695067790945795
country-crop system,MKD,barley,0.0,44875.8,0.0,0.003698636041257336
country-crop system,MKD,beans,0.0,7178.4,0.0,0.0005916393458960433
country-crop system,MKD,chickpea,0.0,824.4,0.0,6.794654473931491e-05
country-crop system,MKD,lentil,0.0,70.6,0.0,5.818808901741426e-06
country-crop system,MKD,maize,0.5,33177.6,0.02471393618861676,0.002734477538504481
country-crop system,MKD,millet,0.0,24.8,0.0,2.0440008606683767e-06
country-crop system,MKD,oat_rye,0.0,7172.0,0.0,0.0005911118618029676
country-crop system,MKD,potato,0.0,12801.0,0.0,0.0010550506055409632
country-crop system,MKD,pulses,0.0,1044.6,0.0,8.609529431670105e-05
country-crop system,MKD,rapeseed_canola,0.0,112.6,0.0,9.280423262550774e-06
country-crop system,MKD,rice,0.0,3221.0,0.0,0.0002654728537182597
country-crop system,MKD,sorghum,0.0,29.2,0.0,2.4066461746579273e-06
country-crop system,MKD,soybean,0.0,34.2,0.0,2.818743122373326e-06
country-crop system,MKD,sugarbeet,0.0,142.4,0.0,1.173652107093455e-05
country-crop system,MKD,sunflower,0.0,4547.8,0.0,0.0003748268997640179
country-crop system,MKD,wheat,1.5,70014.4,0.07414180856585027,0.005770544107224999
country-crop system,MLI,banana_plantain,0.0,20427.2,0.0,0.0016835973540743976
country-crop system,MLI,beans,0.0,688546.0,0.0,0.05674954099232936
country-crop system,MLI,cassava,0.0,8452.0,0.0,0.0006966086804181096
country-crop system,MLI,cotton,0.25,583479.2,0.01235696809430838,0.0480899994750845
country-crop system,MLI,groundnut,0.0,467250.2,0.0,0.0385104762478819
country-crop system,MLI,maize,0.25,1370209.4,0.01235696809430838,0.11293182229418951
country-crop system,MLI,millet,0.25,2099221.8,0.01235696809430838,0.17301657927152492
country-crop system,MLI,potato,0.0,11561.8,0.0,0.0009529164980191789
country-crop system,MLI,rice,0.0,910874.0,0.0,0.07507367903066318
country-crop system,MLI,sorghum,1.25,1590629.8,0.061784840471541896,0.13109873710503095
country-crop system,MLI,soybean,0.0,21938.8,0.0,0.0018081825033077169
country-crop system,MLI,sugarbeet,0.0,708.4,0.0,5.838589555231766e-05
country-crop system,MLI,sugarcane,0.0,8857.4,0.0,0.0007300215009388741
country-crop system,MLI,sweet_potato,0.0,31004.8,0.0,0.0025553966889052776
country-crop system,MLI,wheat,0.0,6758.2,0.0,0.0005570067184100413
country-crop system,MLI,yam,0.0,5681.2,0.0,0.0004682410358721444
country-crop system,MLT,potato,0.0,618.0,0.0,5.093518273762326e-05
country-crop system,MMR,banana_plantain,0.0,100530.8,0.0,0.008285687166277436
country-crop system,MMR,beans,0.0,3010451.8,0.0,0.24811959960486546
country-crop system,MMR,cassava,0.0,29069.2,0.0,0.0023958657185056925
country-crop system,MMR,chickpea,0.0,362533.2,0.0,0.02987976503309922
country-crop system,MMR,coffee_cocoa,0.0,12681.4,0.0,0.001045193246551611
country-crop system,MMR,cotton,0.3333333333333333,172749.8,0.016475957459077838,0.014237933059689109
country-crop system,MMR,groundnut,0.8333333333333333,1139750.8,0.0411898936476946,0.09393756516723673
country-crop system,MMR,lentil,0.0,1037.2,0.0,8.548539083408226e-05
country-crop system,MMR,maize,0.0,555925.8,0.0,0.04581906506724823
country-crop system,MMR,millet,0.0,162706.8,0.0,0.013410195130507958
country-crop system,MMR,potato,0.0,30409.2,0.0,0.002506307700493419
country-crop system,MMR,pulses,0.0,44965.4,0.0,0.003706020818560396
country-crop system,MMR,rice,0.5,7006780.0,0.02471393618861676,0.57749453026266
country-crop system,MMR,sorghum,0.0,172816.4,0.0,0.01424342219103268
country-crop system,MMR,soybean,0.0,133991.0,0.0,0.011043456424266792
country-crop system,MMR,sugarcane,0.0,175539.2,0.0,0.014467833704880577
country-crop system,MMR,sunflower,0.5,241289.8,0.02471393618861676,0.019886958018971793
country-crop system,MMR,sweet_potato,0.0,6810.6,0.0,0.0005613254944220986
country-crop system,MMR,wheat,0.0,56659.8,0.0,0.0046698661276329875
country-crop system,MNE,barley,0.0,349.2,0.0,2.878085082844343e-05
country-crop system,MNE,beans,0.0,40.0,0.0,3.296775581723188e-06
country-crop system,MNE,maize,0.09090909090909091,626.8,0.004493442943384866,5.166047336560235e-05
country-crop system,MNE,oat_rye,0.0,377.0,0.0,3.1072109857741044e-05
country-crop system,MNE,potato,0.0,1696.2,0.0,0.0001397997685429718
country-crop system,MNE,pulses,0.0,458.6,0.0,3.7797532044456354e-05
country-crop system,MNE,wheat,0.0,750.6,0.0,6.186399379103563e-05
country-crop system,MNG,barley,0.0,5040.0,0.0,0.0004153937232971217
country-crop system,MNG,oat_rye,0.0,15355.2,0.0,0.0012655662103118973
country-crop system,MNG,potato,0.3333333333333333,17967.2,0.016475957459077838,0.0014808456557984216
country-crop system,MNG,rapeseed_canola,0.0,78367.6,0.0,0.006459009751956253
country-crop system,MNG,wheat,1.3333333333333333,341644.2,0.06590382983631135,0.02815810640493383
country-crop system,MOZ,banana_plantain,0.0,66776.4,0.0,0.005503670123884506
country-crop system,MOZ,beans,0.0,1179409.2,0.0,0.09720618628549199
country-crop system,MOZ,cassava,0.0,785125.0,0.0,0.06470952321501044
country-crop system,MOZ,coffee_cocoa,0.0,823.4,0.0,6.786412534977182e-05
country-crop system,MOZ,cotton,0.0,130600.0,0.0,0.01076397227432621
country-crop system,MOZ,groundnut,0.0,393434.0,0.0,0.032426590105492016
country-crop system,MOZ,maize,3.25,1803929.6,0.16064058522600894,0.14867877641069194
country-crop system,MOZ,millet,0.0,52901.0,0.0,0.004360068126218459
country-crop system,MOZ,potato,0.0,23062.0,0.0,0.001900755961642504
country-crop system,MOZ,rice,0.0,291642.6,0.0,0.024037005056756572
country-crop system,MOZ,sorghum,0.0,255359.8,0.0,0.021046598829842923
country-crop system,MOZ,soybean,0.0,54800.0,0.0,0.004516582546960767
country-crop system,MOZ,sugarcane,0.0,47752.4,0.0,0.003935723657216959
country-crop system,MOZ,sunflower,0.0,15628.2,0.0,0.0012880667036571582
country-crop system,MOZ,sweet_potato,0.0,82459.8,0.0,0.006796286377844444
country-crop system,MOZ,wheat,0.0,14601.6,0.0,0.0012034549583522325
country-crop system,MRT,barley,0.0,477.6,0.0,3.936350044577486e-05
country-crop system,MRT,beans,0.0,33637.0,0.0,0.002772341006060572
country-crop system,MRT,groundnut,0.0,1082.2,0.0,8.919426336352085e-05
country-crop system,MRT,maize,0.0,22000.0,0.0,0.0018132265699477535
country-crop system,MRT,millet,0.0,10600.0,0.0,0.0008736455291566449
country-crop system,MRT,potato,0.0,393.2,0.0,3.240730396833894e-05
country-crop system,MRT,pulses,0.0,30313.6,0.0,0.0024984284068531007
country-crop system,MRT,rice,1.0,69460.0,0.04942787237723352,0.0057248507976623165
country-crop system,MRT,sorghum,0.0,186800.0,0.0,0.015395941966647288
country-crop system,MRT,sweet_potato,0.0,2876.8,0.0,0.0002371040998375317
country-crop system,MRT,wheat,0.0,2878.4,0.0,0.0002372359708608006
country-crop system,MRT,yam,0.0,476.6,0.0,3.928108105623179e-05
country-crop system,MUS,banana_plantain,0.0,543.8,0.0,4.481966403352674e-05
country-crop system,MUS,cassava,0.0,65.0,0.0,5.35726032030018e-06
country-crop system,MUS,groundnut,0.0,144.2,0.0,1.1884875972112092e-05
country-crop system,MUS,maize,0.0,87.4,0.0,7.203454646065166e-06
country-crop system,MUS,potato,0.0,687.8,0.0,5.668805612773022e-05
country-crop system,MUS,rice,0.0,3.8,0.0,3.1319368026370287e-07
country-crop system,MUS,sugarcane,0.0,43507.8,0.0,0.0035858863163624032
country-crop system,MUS,sweet_potato,0.0,73.8,0.0,6.082550948279282e-06
country-crop system,MWI,banana_plantain,0.0,76339.2,0.0,0.00629183026220707
country-crop system,MWI,beans,0.0,458834.4,0.0,0.03781685114936525
country-crop system,MWI,cassava,0.0,243920.0,0.0,0.020103737497348
country-crop system,MWI,chickpea,0.0,2126.4,0.0,0.00017525658992440467
country-crop system,MWI,coffee_cocoa,0.0,4061.6,0.0,0.0003347545925681725
country-crop system,MWI,cotton,0.0,45943.2,0.0,0.0037866104976556196
country-crop system,MWI,groundnut,1.0,433931.4,0.04942787237723352,0.03576436109157394
country-crop system,MWI,lentil,0.0,1890.0,0.0,0.00015577264623642064
country-crop system,MWI,maize,3.6166666666666667,1770925.0,0.17876413843099456,0.14595855742657843
country-crop system,MWI,millet,0.0,57595.2,0.0,0.004746961224611584
country-crop system,MWI,potato,0.0,73052.6,0.0,0.006020950696534785
country-crop system,MWI,pulses,0.5,46993.0,0.02471393618861676,0.0038731343727979443
country-crop system,MWI,rice,0.0,71818.8,0.0,0.005919261653716533
country-crop system,MWI,sorghum,0.0,114256.8,0.0,0.00941697570714575
country-crop system,MWI,soybean,0.0,223421.8,0.0,0.018414288366616044
country-crop system,MWI,sugarcane,0.0,27138.0,0.0,0.002236697393420097
country-crop system,MWI,sunflower,0.0,19470.8,0.0,0.0016047714499153962
country-crop system,MWI,sweet_potato,0.0,301679.4,0.0,0.024864231985722563
country-crop system,MWI,wheat,0.0,621.6,0.0,5.1231892539978345e-05
country-crop system,MYS,banana_plantain,0.0,23338.2,0.0,0.0019235201970343027
country-crop system,MYS,cassava,0.0,2371.6,0.0,0.00019546582424036783
country-crop system,MYS,coffee_cocoa,0.0,9512.8,0.0,0.0007840391688454085
country-crop system,MYS,groundnut,0.0,71.4,0.0,5.884744413375891e-06
country-crop system,MYS,maize,0.0,80.0,0.0,6.593551163446376e-06
country-crop system,MYS,oilpalm,3.5,5181875.8,0.17299755332031733,0.42708704012405774
country-crop system,MYS,rice,11.0,660572.6,0.5437065961495687,0.05444399044088497
country-crop system,MYS,sugarcane,0.0,1362.4,0.0,0.00011228817631349178
country-crop system,MYS,sweet_potato,0.0,3004.0,0.0,0.00024758784618741144
country-crop system,MYS,yam,0.0,552.0,0.0,4.549550302778e-05
country-crop system,NAM,beans,0.0,81.4,0.0,6.708938308806689e-06
country-crop system,NAM,groundnut,0.0,1649.0,0.0,0.00013590957335653844
country-crop system,NAM,maize,0.0,32017.6,0.0,0.002638871046634509
country-crop system,NAM,millet,0.5,215962.0,0.02471393618861676,0.01779945620450258
country-crop system,NAM,potato,0.0,1203.4,0.0,9.918349337614212e-05
country-crop system,NAM,sorghum,0.0,19591.2,0.0,0.001614694744416383
country-crop system,NAM,sunflower,0.0,63.0,0.0,5.192421541214021e-06
country-crop system,NAM,wheat,0.0,1961.8,0.0,0.00016169035840561376
country-crop system,NCL,banana_plantain,0.0,593.0,0.0,4.8874697999046264e-05
country-crop system,NCL,cassava,0.0,257.8,0.0,2.1247718624205947e-05
country-crop system,NCL,coffee_cocoa,0.0,14.4,0.0,1.1868392094203478e-06
country-crop system,NCL,maize,0.0,843.6,0.0,6.952899701854204e-05
country-crop system,NCL,potato,0.0,276.0,0.0,2.274775151389e-05
country-crop system,NCL,sorghum,0.0,48.8,0.0,4.022066209702289e-06
country-crop system,NCL,sweet_potato,0.0,302.0,0.0,2.489065564201007e-05
country-crop system,NCL,wheat,0.0,88.0,0.0,7.252906279791014e-06
country-crop system,NCL,yam,0.0,2437.0,0.0,0.00020085605231648523
country-crop system,NER,beans,0.125,5838354.8,0.00617848404715419,0.48119363855190916
country-crop system,NER,cassava,0.0,20907.2,0.0,0.001723158661055076
country-crop system,NER,chickpea,0.0,413.4,0.0,3.407217563710915e-05
country-crop system,NER,cotton,0.0,3520.4,0.0,0.0002901492189474578
country-crop system,NER,groundnut,0.0,948094.2,0.0,0.07814134519333452
country-crop system,NER,maize,0.125,18899.2,0.00617848404715419,0.001557660526852572
country-crop system,NER,millet,0.625,6706969.4,0.030892420235770948,0.5527843236321155
country-crop system,NER,potato,0.0,8335.2,0.0,0.0006869820957194781
country-crop system,NER,pulses,0.0,2698.2,0.0,0.00022238399686513765
country-crop system,NER,rice,1.0,31045.0,0.04942787237723352,0.0025587099483649093
country-crop system,NER,sorghum,0.625,3724430.4,0.030892420235770948,0.30696527996368816
country-crop system,NER,sugarcane,0.0,9764.6,0.0,0.0008047923711323561
country-crop system,NER,sweet_potato,0.0,7243.6,0.0,0.0005970130900942521
country-crop system,NER,wheat,0.0,1828.8,0.0,0.00015072857959638416
country-crop system,NGA,banana_plantain,0.0,494593.6,0.0,0.04076410258391414
country-crop system,NGA,beans,2.0,4955582.0,0.09885574475446704,0.408436043270674
country-crop system,NGA,cassava,4.0,9272666.0,0.19771148950893408,0.7642474711568706
country-crop system,NGA,coffee_cocoa,1.0,1027543.4,0.04942787237723352,0.08468949975702056
country-crop system,NGA,cotton,0.0,400107.6,0.0,0.03297662414354672
country-crop system,NGA,groundnut,0.0,3616783.4,0.0,0.29809307993754425
country-crop system,NGA,maize,14.533333333333333,6275797.4,0.7183517452157938,0.5172473906040468
country-crop system,NGA,millet,0.0,1802360.0,0.0,0.14854941093686513
country-crop system,NGA,oilpalm,0.0,3969875.0,0.0,0.32719467406233355
country-crop system,NGA,potato,0.5,326624.2,0.02471393618861676,0.026920167173996774
country-crop system,NGA,rice,10.066666666666666,4257474.0,0.49757391526415073,0.3508984080755337
country-crop system,NGA,sorghum,1.5666666666666667,5691279.8,0.07743700005766584,0.4690718068348607
country-crop system,NGA,soybean,5.066666666666666,1157314.0,0.25043455337798315,0.09538511338965974
country-crop system,NGA,sugarcane,0.0,88321.2,0.0,0.007279379387712251
country-crop system,NGA,sweet_potato,0.0,1510029.4,0.0,0.12445570134010292
country-crop system,NGA,wheat,1.0666666666666667,35877.6,0.05272306386904909,0.0029570098902707963
country-crop system,NGA,yam,0.0,6859895.0,0.0,0.5653883582296247
country-crop system,NIC,banana_plantain,0.0,17510.4,0.0,0.001443196478655143
country-crop system,NIC,beans,0.0,237587.6,0.0,0.019581824955005402
country-crop system,NIC,cassava,0.0,23070.2,0.0,0.0019014318006367573
country-crop system,NIC,coffee_cocoa,0.0,163515.4,0.0,0.013476839448892495
country-crop system,NIC,cotton,0.0,2000.0,0.0,0.0001648387790861594
country-crop system,NIC,groundnut,0.0,44641.2,0.0,0.0036793004524705297
country-crop system,NIC,maize,0.0,290005.4,0.0,0.02390206803219665
country-crop system,NIC,oilpalm,0.0,32452.0,0.0,0.0026746740294520226
country-crop system,NIC,potato,0.0,3356.6,0.0,0.00027664892294030133
country-crop system,NIC,rice,0.0,74862.2,0.0,0.0061700968238519414
country-crop system,NIC,sorghum,0.0,34557.0,0.0,0.0028481668444402053
country-crop system,NIC,soybean,0.0,3862.2,0.0,0.00031832016629328245
country-crop system,NIC,sugarcane,0.0,75082.8,0.0,0.006188278541185145
country-crop system,NIC,yam,0.0,75.0,0.0,6.181454215730977e-06
country-crop system,NIU,banana_plantain,0.0,41.0,0.0,3.3791949712662676e-06
country-crop system,NIU,cassava,0.0,7.0,0.0,5.769357268015579e-07
country-crop system,NIU,sweet_potato,0.0,16.4,0.0,1.351677988506507e-06
country-crop system,NIU,yam,0.0,141.6,0.0,1.1670585559300085e-05
country-crop system,NLD,barley,0.15,34802.0,0.007414180856585028,0.00286835959487826
country-crop system,NLD,maize,1.125,17898.0,0.05560635642438771,0.0014751422340420406
country-crop system,NLD,oat_rye,0.0,4490.0,0.0,0.00037006305904842783
country-crop system,NLD,potato,2.1083333333333334,163234.0,0.10421043092866734,0.013453646632675072
country-crop system,NLD,pulses,0.0,3070.0,0.0,0.0002530275258972547
country-crop system,NLD,rapeseed_canola,0.0,1704.0,0.0,0.00014044263978140782
country-crop system,NLD,soybean,0.0,406.6666666666667,0.0,3.351721841418575e-05
country-crop system,NLD,sugarbeet,1.5666666666666667,81666.0,0.07743700005766584,0.006730861866425147
country-crop system,NLD,sunflower,1.0666666666666667,716.0,0.05272306386904909,5.9012282912845064e-05
country-crop system,NLD,wheat,1.1916666666666667,116612.0,0.05890154791620328,0.009611089853397611
country-crop system,NOR,barley,1.0,138343.6,0.04942787237723352,0.011402195059192
country-crop system,NOR,oat_rye,0.0,72234.0,0.0,0.005953482184254819
country-crop system,NOR,potato,0.0,11664.2,0.0,0.0009613562435083902
country-crop system,NOR,pulses,0.0,3866.6,0.0,0.000318682811607272
country-crop system,NOR,rapeseed_canola,0.0,3022.0,0.0,0.00024907139519918687
country-crop system,NOR,wheat,1.0,69102.2,0.04942787237723352,0.0056953611400838025
country-crop system,NPL,banana_plantain,0.0,17494.2,0.0,0.0014418612845445448
country-crop system,NPL,barley,0.0,23691.4,0.0,0.0019526307254209183
country-crop system,NPL,beans,0.0,21674.0,0.0,0.0017863578489567095
country-crop system,NPL,chickpea,0.0,10030.0,0.0,0.0008266664771170894
country-crop system,NPL,coffee_cocoa,0.0,2693.4,0.0,0.00022198838379533086
country-crop system,NPL,cotton,0.0,128.8,0.0,1.0615617373148668e-05
country-crop system,NPL,lentil,0.0,204223.4,0.0,0.016831967958412183
country-crop system,NPL,maize,3.6666666666666665,963607.0,0.1812355320498562,0.0794199006994384
country-crop system,NPL,millet,0.0,264355.4,0.0,0.021788010690416654
country-crop system,NPL,potato,0.0,194881.4,0.0,0.016062006021300732
country-crop system,NPL,pulses,0.0,6088.8,0.0,0.0005018351790499037
country-crop system,NPL,rice,11.333333333333332,1469860.0,0.5601825536086465,0.12114496391379113
country-crop system,NPL,soybean,0.0,24360.4,0.0,0.0020077692970252386
country-crop system,NPL,sugarcane,0.0,69144.0,0.0,0.0056988062705667026
country-crop system,NPL,wheat,4.166666666666667,709277.0,0.20594946823847302,0.058458177356946944
country-crop system,NZL,barley,0.0,49848.8,0.0,0.004108507665455071
country-crop system,NZL,lentil,0.0,677.4,0.0,5.583089447648219e-05
country-crop system,NZL,maize,1.0,16859.2,0.04942787237723352,0.0013895249721846894
country-crop system,NZL,oat_rye,0.0,4625.2,0.0,0.0003812061605146522
country-crop system,NZL,potato,0.0,10087.6,0.0,0.0008314138339547708
country-crop system,NZL,pulses,0.0,6954.6,0.0,0.000573193886516302
country-crop system,NZL,rapeseed_canola,0.0,1085.4,0.0,8.945800541005872e-05
country-crop system,NZL,sweet_potato,0.0,1204.2,0.0,9.924942888777658e-05
country-crop system,NZL,wheat,0.0,43693.8,0.0,0.003601216322817416
country-crop system,OMN,banana_plantain,0.0,1570.8,0.0,0.0001294643770942696
country-crop system,OMN,barley,0.0,584.4,0.0,4.8165891248975775e-05
country-crop system,OMN,maize,0.0,1248.8,0.0,0.00010292533366139793
country-crop system,OMN,potato,0.0,548.8,0.0,4.523176098124213e-05
country-crop system,OMN,sorghum,0.0,2669.0,0.0,0.00021997735069047972
country-crop system,OMN,sugarcane,0.0,173.0,0.0,1.4258554390952788e-05
country-crop system,OMN,wheat,0.0,1172.2,0.0,9.661200842239802e-05
country-crop system,PAK,banana_plantain,0.0,31745.8,0.0,0.0026164694565566997
country-crop system,PAK,barley,0.0,48624.8,0.0,0.004007626332654342
country-crop system,PAK,beans,0.0,228166.4,0.0,0.018805335402242142
country-crop system,PAK,chickpea,0.0,921580.8,0.0,0.07595612695062302
country-crop system,PAK,cotton,5.25,2209945.6,0.259496329980476,0.182142367275415
country-crop system,PAK,groundnut,1.0,124167.6,0.04942787237723352,0.010233817793029303
